Cores;Input.Size;Time.Sorting;Time.Splitting;Time.Merging;Time.MALMS;Workpakets
8;100;0.00614;0.00787;0.004476;0.019453;704
8;100;0.007278;0.007896;0.004109;0.02027;704
8;100;0.006453;0.007349;0.004573;0.019354;704
8;100;0.006698;0.007653;0.004517;0.019872;704
8;100;0.005435;0.007433;0.00382;0.017678;704
8;100;0.005531;0.007912;0.003649;0.018058;704
8;100;0.005879;0.008;0.005268;0.020133;704
8;100;0.006374;0.007896;0.005853;0.021094;704
8;100;0.005986;0.007298;0.003714;0.018;704
8;100;0.002468;0.00784;0.004695;0.015974;704
8;100;0.007648;0.007353;0.004679;0.020665;704
8;100;0.006335;0.008157;0.004864;0.020333;704
8;100;0.006506;0.007572;0.004167;0.019237;704
8;100;0.006704;0.007339;0.004053;0.019076;704
8;100;0.007047;0.007988;0.003736;0.019839;704
8;100;0.007059;0.008011;0.005073;0.021118;704
8;100;0.00671;0.007704;0.004081;0.01948;704
8;100;0.006959;0.007881;0.003705;0.019544;704
8;100;0.005046;0.008085;0.008059;0.022184;704
8;100;0.006528;0.007834;0.004797;0.020123;704
8;100;0.006926;0.007948;0.006744;0.022602;704
8;100;0.006759;0.007581;0.005499;0.020821;704
8;100;0.00632;0.007937;0.003689;0.01901;704
8;100;0.006465;0.00911;0.003355;0.019909;704
8;100;0.007459;0.007932;0.005015;0.021406;704
8;100;0.007457;0.007866;0.005662;0.021957;704
8;100;0.006649;0.007882;0.005413;0.020953;712
8;100;0.006836;0.007974;0.00558;0.021366;712
8;100;0.005696;0.008004;0.007248;0.021957;712
8;100;0.006196;0.007789;0.006118;0.021115;712
8;100;0.006608;0.007974;0.00562;0.021191;712
8;100;0.006823;0.007626;0.005191;0.020621;712
8;100;0.008319;0.007793;0.007066;0.024161;712
8;100;0.005631;0.008021;0.003581;0.018219;712
8;100;0.006382;0.007916;0.003874;0.01914;712
8;100;0.006183;0.007658;0.003937;0.018781;712
8;100;0.006872;0.007629;0.005448;0.020925;712
8;100;0.007342;0.007401;0.005476;0.021206;712
8;100;0.00776;0.007967;0.007599;0.0243;712
8;100;0.007057;0.008148;0.00348;0.019672;712
8;100;0.006862;0.007879;0.003854;0.019581;712
8;100;0.004619;0.008134;0.006679;0.020401;712
8;100;0.00494;0.007744;0.004688;0.018365;712
8;100;0.006527;0.008304;0.003955;0.019785;712
8;100;0.006858;0.008404;0.005174;0.021429;712
8;100;0.006624;0.007721;0.005081;0.020407;712
8;100;0.006178;0.008123;0.005616;0.02091;712
8;100;0.005946;0.007754;0.003732;0.018414;712
8;100;0.007306;0.007908;0.006728;0.02292;712
8;100;0.006513;0.007603;0.005921;0.021012;712
8;100;0.006103;0.007559;0.005962;0.020606;712
8;100;0.00708;0.007682;0.006808;0.022546;712
8;100;0.006599;0.007934;0.003921;0.019437;712
8;100;0.007212;0.008108;0.005971;0.022273;712
8;100;0.006442;0.007954;0.003969;0.019349;712
8;100;0.006173;0.008582;0.004393;0.020154;712
8;100;0.00718;0.008113;0.003854;0.02011;712
8;100;0.006819;0.008313;0.003766;0.019903;712
8;100;0.007438;0.007157;0.005189;0.020793;712
8;100;0.005737;0.007605;0.004426;0.018757;712
8;100;0.006521;0.007849;0.003817;0.01918;712
8;100;0.006935;0.007944;0.008169;0.024055;712
8;100;0.007034;0.008247;0.003953;0.020239;712
8;100;0.005816;0.007596;0.003631;0.01803;712
8;100;0.005169;0.007864;0.005308;0.019306;712
8;100;0.006754;0.008694;0.004221;0.020633;712
8;100;0.006309;0.008481;0.00747;0.023238;712
8;100;0.007014;0.007765;0.004006;0.019764;712
8;100;0.006065;0.007666;0.005571;0.020359;712
8;100;0.006582;0.00748;0.003787;0.018834;712
8;100;0.007102;0.008269;0.004754;0.021196;712
8;100;0.007051;0.00816;0.005075;0.021283;712
8;100;0.006225;0.007936;0.004032;0.019187;712
8;100;0.00662;0.008003;0.00456;0.020181;712
8;100;0.006601;0.00768;0.004872;0.020133;712
8;100;0.007105;0.008061;0.005019;0.021175;712
8;100;0.006362;0.008166;0.004814;0.020333;720
8;100;0.00709;0.008076;0.003412;0.019562;720
8;100;0.005907;0.008361;0.004416;0.019661;720
8;100;0.007829;0.008121;0.007956;0.024876;720
8;100;0.007231;0.007834;0.003854;0.020507;720
8;100;0.006855;0.007552;0.004091;0.019514;720
8;100;0.006483;0.008311;0.004404;0.020171;720
8;100;0.006147;0.00816;0.006793;0.022083;720
8;100;0.006861;0.008032;0.00534;0.021237;720
8;100;0.005934;0.007983;0.007124;0.02202;720
8;100;0.007004;0.008111;0.005033;0.021125;720
8;100;0.006338;0.009237;0.006616;0.023158;720
8;100;0.006207;0.007979;0.005152;0.020313;720
8;100;0.006955;0.008183;0.005889;0.022003;720
8;100;0.00634;0.008407;0.004595;0.020329;720
8;100;0.006556;0.008181;0.006742;0.02247;720
8;100;0.005767;0.008335;0.006633;0.021711;720
8;100;0.006681;0.008196;0.004304;0.020173;720
8;100;0.007297;0.007881;0.005432;0.021625;720
8;100;0.005689;0.008191;0.004457;0.01932;720
8;100;0.006459;0.008278;0.003931;0.019645;720
8;100;0.007392;0.008022;0.004406;0.020797;720
8;100;0.006991;0.008347;0.005528;0.021846;720
8;100;0.006278;0.007639;0.004284;0.019188;720
8;100;0.006118;0.008203;0.005129;0.020435;720
8;100;0.00675;0.008408;0.003956;0.020099;720
8;100;0.00602;0.007875;0.005678;0.020573;720
8;100;0.008041;0.007774;0.005913;0.022724;720
8;100;0.006467;0.008356;0.005488;0.02131;720
8;100;0.006698;0.008435;0.003829;0.019932;720
8;100;0.007239;0.008353;0.003749;0.020325;720
8;100;0.005948;0.008504;0.004583;0.020092;720
8;100;0.007458;0.008348;0.003989;0.020765;720
8;100;0.006836;0.008137;0.005072;0.021031;720
8;100;0.006221;0.008085;0.006679;0.021978;720
8;100;0.00653;0.007546;0.004014;0.019073;720
8;100;0.007254;0.007527;0.004999;0.020764;720
8;100;0.005683;0.008381;0.005542;0.020606;720
8;100;0.006727;0.00816;0.004017;0.019891;720
8;100;0.006876;0.007529;0.007153;0.022551;720
8;100;0.006768;0.007725;0.00375;0.019221;720
8;100;0.0061;0.00807;0.003744;0.018888;720
8;100;0.007929;0.00827;0.007328;0.024514;720
8;100;0.007492;0.008131;0.005686;0.022304;720
8;100;0.005524;0.008442;0.005967;0.020908;720
8;100;0.006205;0.008188;0.005763;0.021145;720
8;100;0.007683;0.008374;0.0045;0.021566;720
8;100;0.005808;0.008065;0.005231;0.020102;720
8;100;0.00714;0.008313;0.00553;0.02197;720
8;100;0.006689;0.008147;0.005591;0.021408;720
8;100;0.006413;0.008361;0.003817;0.019573;728
8;100;0.006992;0.008154;0.005106;0.021269;728
8;100;0.006551;0.007921;0.004186;0.019657;728
8;100;0.007484;0.008645;0.003972;0.021098;728
8;100;0.007382;0.007669;0.006512;0.02259;728
8;100;0.00616;0.00816;0.004252;0.019542;728
8;100;0.005866;0.008047;0.006272;0.0212;728
8;100;0.00682;0.007995;0.00403;0.019831;728
8;100;0.006884;0.008462;0.004924;0.021277;728
8;100;0.007434;0.00836;0.004544;0.021341;728
8;100;0.006878;0.008139;0.004014;0.020037;728
8;100;0.0075;0.008417;0.003831;0.020743;728
8;100;0.00644;0.008038;0.007495;0.02296;728
8;100;0.005944;0.008135;0.006207;0.021276;728
8;100;0.006104;0.009411;0.004478;0.020957;728
8;100;0.007658;0.008474;0.005276;0.022388;728
8;100;0.006434;0.008495;0.006372;0.02228;728
8;100;0.007023;0.008669;0.006842;0.023521;728
8;100;0.006726;0.00827;0.007455;0.023451;728
8;100;0.006713;0.008492;0.006321;0.022534;728
8;100;0.006511;0.00813;0.004188;0.019803;728
8;100;0.00588;0.008344;0.005707;0.020957;728
8;100;0.007637;0.008075;0.005611;0.02231;728
8;100;0.006978;0.008282;0.0042;0.020462;728
8;100;0.00696;0.007794;0.004965;0.020715;728
8;100;0.00684;0.008366;0.003968;0.020158;728
8;100;0.005456;0.008439;0.005053;0.019941;728
8;100;0.006706;0.008056;0.005029;0.020781;728
8;100;0.006155;0.00804;0.004762;0.019944;728
8;100;0.005432;0.008251;0.0067;0.021385;728
8;100;0.007305;0.00858;0.003862;0.020724;728
8;100;0.005849;0.007562;0.006485;0.020915;728
8;100;0.006954;0.007762;0.005335;0.021071;728
8;100;0.00773;0.008425;0.005478;0.022633;728
8;100;0.007109;0.008205;0.004722;0.021009;728
8;100;0.007748;0.008413;0.00468;0.021826;728
8;100;0.006415;0.008298;0.004555;0.020277;728
8;100;0.006661;0.0082;0.007789;0.02363;728
8;100;0.006791;0.00854;0.003338;0.01966;728
8;100;0.00543;0.008368;0.005461;0.020262;728
8;100;0.007175;0.007766;0.005232;0.021182;728
8;100;0.007777;0.008097;0.003937;0.02079;728
8;100;0.007526;0.007853;0.004354;0.020729;728
8;100;0.00686;0.007608;0.006382;0.021869;728
8;100;0.007292;0.008263;0.004078;0.020616;728
8;100;0.007742;0.008492;0.00386;0.021101;728
8;100;0.006435;0.00798;0.007107;0.022504;728
8;100;0.006421;0.00854;0.004087;0.020019;728
8;100;0.007443;0.008239;0.004078;0.020731;728
8;100;0.007721;0.00804;0.004042;0.020809;728
8;100;0.006826;0.008304;0.004069;0.020277;736
8;100;0.007531;0.008505;0.005408;0.022433;736
8;100;0.00616;0.008243;0.005762;0.021146;736
8;100;0.007871;0.008126;0.004809;0.021786;736
8;100;0.00793;0.007815;0.004425;0.021182;736
8;100;0.006198;0.007957;0.006202;0.021343;736
8;100;0.006158;0.008581;0.005052;0.020774;736
8;100;0.006353;0.008287;0.006856;0.022474;736
8;100;0.007178;0.007914;0.006424;0.022495;736
8;100;0.00643;0.007653;0.006058;0.021143;736
8;100;0.007066;0.007946;0.003736;0.019742;736
8;100;0.00697;0.007974;0.004163;0.020091;736
8;100;0.007289;0.007641;0.005304;0.021219;736
8;100;0.006748;0.008371;0.005386;0.021491;736
8;100;0.006708;0.007839;0.006348;0.021894;736
8;100;0.007009;0.008063;0.004519;0.020579;736
8;100;0.006469;0.007992;0.004301;0.019759;736
8;100;0.007004;0.008383;0.003609;0.019986;736
8;100;0.006288;0.007606;0.00446;0.019341;736
8;100;0.007908;0.008617;0.007592;0.025143;736
8;100;0.007181;0.00823;0.004994;0.021385;736
8;100;0.006471;0.008149;0.00428;0.019922;736
8;100;0.006617;0.007891;0.005179;0.020691;736
8;100;0.00625;0.009459;0.005996;0.022689;736
8;100;0.006283;0.008023;0.006047;0.021335;736
8;100;0.007604;0.008605;0.005288;0.022479;736
8;100;0.006265;0.007627;0.004461;0.019334;736
8;100;0.006377;0.008349;0.006606;0.02232;736
8;100;0.007544;0.007914;0.004255;0.020712;736
8;100;0.007486;0.007938;0.004366;0.02079;736
8;100;0.007052;0.007756;0.004044;0.01983;736
8;100;0.006957;0.008118;0.004005;0.020045;736
8;100;0.007803;0.008311;0.00385;0.020961;736
8;100;0.007236;0.008266;0.004119;0.020618;736
8;100;0.006641;0.007788;0.006732;0.022147;736
8;100;0.007424;0.008157;0.003969;0.02055;736
8;100;0.006491;0.00833;0.005608;0.021436;736
8;100;0.007708;0.007518;0.005301;0.021528;736
8;100;0.007452;0.007721;0.004408;0.020568;736
8;100;0.007409;0.007705;0.006819;0.022935;736
8;100;0.006543;0.008208;0.004118;0.01986;736
8;100;0.006195;0.00782;0.003843;0.018846;736
8;100;0.007245;0.008744;0.005471;0.022497;736
8;100;0.006869;0.008484;0.003724;0.020069;736
8;100;0.006958;0.00822;0.004434;0.02061;736
8;100;0.007309;0.008377;0.004751;0.021425;736
8;100;0.00826;0.008622;0.005125;0.023003;736
8;100;0.006746;0.00828;0.00467;0.020687;736
8;100;0.007082;0.009408;0.006033;0.023517;736
8;100;0.006603;0.007811;0.006931;0.022341;736
8;100;0.007125;0.009238;0.003802;0.02117;744
8;100;0.007218;0.007896;0.003987;0.020089;744
8;100;0.007474;0.008912;0.003897;0.021299;744
8;100;0.008422;0.008422;0.00475;0.022609;744
8;100;0.00704;0.007782;0.004494;0.02034;744
8;100;0.006566;0.008372;0.003954;0.019907;744
8;100;0.006159;0.008317;0.004545;0.020002;744
8;100;0.005942;0.007992;0.006965;0.021908;744
8;100;0.006872;0.008356;0.004909;0.02112;744
8;100;0.006766;0.008293;0.005086;0.021131;744
8;100;0.005995;0.008636;0.00677;0.022407;744
8;100;0.006262;0.00792;0.005208;0.020368;744
8;100;0.006795;0.008404;0.004439;0.020652;744
8;100;0.006816;0.008583;0.00552;0.021914;744
8;100;0.007766;0.008651;0.006826;0.024239;744
8;100;0.007543;0.007831;0.005773;0.022148;744
8;100;0.00694;0.007794;0.007108;0.022838;744
8;100;0.006276;0.008022;0.006087;0.021385;744
8;100;0.006512;0.007811;0.005325;0.02065;744
8;100;0.0066;0.007796;0.004057;0.019452;744
8;100;0.007869;0.007851;0.004824;0.02155;744
8;100;0.006829;0.008474;0.005251;0.021543;744
8;100;0.007045;0.008537;0.003961;0.020544;744
8;100;0.007383;0.008542;0.005221;0.022158;744
8;100;0.006728;0.008589;0.004127;0.020445;744
8;100;0.006475;0.008125;0.005206;0.020802;744
8;100;0.007665;0.008929;0.007283;0.024878;744
8;100;0.007361;0.008717;0.003896;0.020956;744
8;100;0.006598;0.007621;0.006088;0.021306;744
8;100;0.006498;0.008498;0.004451;0.020436;744
8;100;0.007837;0.008048;0.005468;0.022367;744
8;100;0.007027;0.008495;0.003853;0.020367;744
8;100;0.00633;0.008087;0.006873;0.022372;744
8;100;0.007655;0.008561;0.006766;0.023984;744
8;100;0.00713;0.008077;0.006771;0.022979;744
8;100;0.006839;0.008329;0.00483;0.020999;744
8;100;0.007563;0.007853;0.005888;0.022304;744
8;100;0.006838;0.008728;0.005246;0.021818;744
8;100;0.007174;0.008076;0.007102;0.023346;744
8;100;0.006585;0.008602;0.005682;0.021887;744
8;100;0.007048;0.008067;0.006442;0.022543;744
8;100;0.006293;0.008287;0.007768;0.023347;744
8;100;0.005926;0.00849;0.006074;0.021469;744
8;100;0.008216;0.008421;0.005533;0.023187;744
8;100;0.007311;0.007897;0.007894;0.024107;744
8;100;0.007292;0.008801;0.004098;0.021196;744
8;100;0.006941;0.00859;0.004673;0.021183;744
8;100;0.00744;0.008196;0.004967;0.021605;744
8;100;0.007936;0.008272;0.004764;0.021957;744
8;100;0.003598;0.008431;0.00488;0.017915;744
8;100;0.007137;0.00852;0.004377;0.021011;752
8;100;0.006716;0.008505;0.003869;0.020083;752
8;100;0.006854;0.00804;0.004093;0.019967;752
8;100;0.007142;0.008392;0.006227;0.022765;752
8;100;0.0066;0.007964;0.006762;0.022332;752
8;100;0.006584;0.008675;0.005646;0.021889;752
8;100;0.007854;0.008535;0.005429;0.022822;752
8;100;0.00665;0.007981;0.004378;0.020018;752
8;100;0.007893;0.0088;0.004806;0.022504;752
8;100;0.006237;0.008627;0.004385;0.020245;752
8;100;0.002502;0.007948;0.004128;0.015571;752
8;100;0.007105;0.00809;0.006842;0.023036;752
8;100;0.007039;0.008428;0.004799;0.021257;752
8;100;0.006743;0.008594;0.005814;0.022151;752
8;100;0.007299;0.007863;0.004794;0.020933;752
8;100;0.007555;0.008615;0.006009;0.023179;752
8;100;0.007334;0.008621;0.007568;0.024504;752
8;100;0.006677;0.008182;0.005099;0.020937;752
8;100;0.00685;0.008716;0.005761;0.022333;752
8;100;0.006495;0.008455;0.004182;0.020126;752
8;100;0.006823;0.008371;0.004553;0.020734;752
8;100;0.007376;0.008006;0.004076;0.020482;752
8;100;0.007646;0.008118;0.006634;0.023397;752
8;100;0.005968;0.009668;0.003971;0.020581;752
8;100;0.006213;0.008646;0.005367;0.021292;752
8;100;0.005502;0.008023;0.006555;0.021072;752
8;100;0.005857;0.007651;0.004114;0.018606;752
8;100;0.007121;0.008764;0.0054;0.022352;752
8;100;0.007778;0.008486;0.004166;0.021417;752
8;100;0.006829;0.008355;0.006253;0.022442;752
8;100;0.007288;0.008645;0.00432;0.021258;752
8;100;0.00719;0.008437;0.004118;0.020751;752
8;100;0.007241;0.008552;0.006863;0.023635;752
8;100;0.005891;0.008041;0.006375;0.021309;752
8;100;0.006774;0.008333;0.006161;0.022272;752
8;100;0.007438;0.008419;0.004018;0.020855;752
8;100;0.0066;0.00848;0.004133;0.020214;752
8;100;0.006993;0.007806;0.006078;0.021937;752
8;100;0.00719;0.008269;0.005838;0.022286;752
8;100;0.007095;0.008392;0.006987;0.023497;752
8;100;0.007616;0.008308;0.005477;0.022408;752
8;100;0.007404;0.008644;0.007704;0.024752;752
8;100;0.006661;0.008965;0.004224;0.020834;752
8;100;0.006942;0.008769;0.004109;0.020814;752
8;100;0.007109;0.008442;0.007102;0.023658;752
8;100;0.006174;0.008606;0.004743;0.020539;752
8;100;0.006442;0.008188;0.006956;0.022608;752
8;100;0.006983;0.007951;0.007903;0.023827;752
8;100;0.00699;0.008248;0.006326;0.02258;752
8;100;0.007509;0.008562;0.004938;0.022005;752
8;100;0.007697;0.008413;0.005012;0.022137;760
8;100;0.006701;0.008742;0.006953;0.023389;760
8;100;0.005919;0.008626;0.007337;0.022866;760
8;100;0.00693;0.00838;0.00504;0.021419;760
8;100;0.007343;0.008782;0.003975;0.021113;760
8;100;0.00723;0.008693;0.005317;0.022248;760
8;100;0.006587;0.007961;0.004651;0.020228;760
8;100;0.007328;0.008786;0.00684;0.02394;760
8;100;0.007279;0.008893;0.004262;0.021446;760
8;100;0.008164;0.008805;0.006188;0.024188;760
8;100;0.007427;0.008271;0.004454;0.021163;760
8;100;0.006425;0.008329;0.005296;0.021067;760
8;100;0.007131;0.008489;0.00428;0.020877;760
8;100;0.007607;0.008595;0.004114;0.021356;760
8;100;0.007265;0.008809;0.003988;0.021058;760
8;100;0.007471;0.008794;0.00443;0.021688;760
8;100;0.008319;0.008024;0.006691;0.024056;760
8;100;0.007398;0.008652;0.005316;0.022365;760
8;100;0.007037;0.007929;0.004835;0.020778;760
8;100;0.007128;0.008118;0.004725;0.020973;760
8;100;0.007613;0.008699;0.004361;0.021684;760
8;100;0.006911;0.008005;0.00588;0.021814;760
8;100;0.007238;0.008014;0.004652;0.020895;760
8;100;0.006579;0.008623;0.003748;0.019952;760
8;100;0.006884;0.008138;0.004532;0.020555;760
8;100;0.00888;0.008858;0.00531;0.024049;760
8;100;0.006923;0.008191;0.00677;0.022896;760
8;100;0.006544;0.00877;0.006602;0.022962;760
8;100;0.007814;0.008829;0.004764;0.022397;760
8;100;0.006887;0.008253;0.003938;0.020078;760
8;100;0.005924;0.008588;0.004367;0.019866;760
8;100;0.006471;0.008102;0.004038;0.019636;760
8;100;0.007941;0.008519;0.004207;0.02165;760
8;100;0.00693;0.008959;0.004373;0.021268;760
8;100;0.006193;0.008587;0.005223;0.020997;760
8;100;0.006807;0.008582;0.005904;0.022317;760
8;100;0.007367;0.00801;0.004809;0.021196;760
8;100;0.007218;0.008172;0.005596;0.021996;760
8;100;0.007151;0.007995;0.004464;0.020609;760
8;100;0.007286;0.008674;0.00406;0.021023;760
8;100;0.007658;0.008783;0.004589;0.022032;760
8;100;0.008211;0.008666;0.006479;0.024369;760
8;100;0.006364;0.008722;0.004685;0.02076;760
8;100;0.007731;0.008871;0.007268;0.024889;760
8;100;0.007903;0.008787;0.006714;0.024392;760
8;100;0.007199;0.008038;0.006815;0.023057;760
8;100;0.007272;0.008652;0.004053;0.020963;760
8;100;0.007253;0.008999;0.006263;0.023519;760
8;100;0.008204;0.008093;0.006317;0.023648;760
8;100;0.006035;0.008136;0.004622;0.019792;760
8;100;0.006782;0.008788;0.00455;0.021119;768
8;100;0.007671;0.007972;0.006537;0.023184;768
8;100;0.007143;0.008372;0.00405;0.020587;768
8;100;0.007406;0.0089;0.006208;0.023519;768
8;100;0.006343;0.009087;0.004157;0.020594;768
8;100;0.006991;0.007938;0.004335;0.020285;768
8;100;0.007653;0.008536;0.007094;0.024294;768
8;100;0.007177;0.008204;0.004835;0.021248;768
8;100;0.006817;0.008705;0.004497;0.02105;768
8;100;0.006857;0.008623;0.004528;0.021031;768
8;100;0.007389;0.008569;0.006325;0.023272;768
8;100;0.007784;0.008635;0.006967;0.024386;768
8;100;0.007404;0.008651;0.006117;0.023178;768
8;100;0.007047;0.008463;0.005816;0.022346;768
8;100;0.007541;0.008391;0.006337;0.023278;768
8;100;0.007207;0.008016;0.004205;0.020424;768
8;100;0.007439;0.008591;0.004027;0.021043;768
8;100;0.006805;0.009157;0.004319;0.021286;768
8;100;0.007786;0.00806;0.005957;0.02282;768
8;100;0.007452;0.008409;0.00463;0.021598;768
8;100;0.007558;0.008576;0.005865;0.023003;768
8;100;0.00772;0.00889;0.004291;0.0219;768
8;100;0.007233;0.008777;0.005999;0.023007;768
8;100;0.007242;0.009797;0.007065;0.025117;768
8;100;0.006525;0.008707;0.004116;0.02106;768
8;100;0.006561;0.008332;0.004624;0.020536;768
8;100;0.006403;0.008177;0.00504;0.020614;768
8;100;0.006779;0.008215;0.006119;0.022124;768
8;100;0.00686;0.008217;0.004903;0.020991;768
8;100;0.006918;0.008322;0.004388;0.020655;768
8;100;0.007617;0.008774;0.004887;0.022276;768
8;100;0.007503;0.008674;0.004504;0.021709;768
8;100;0.006538;0.008069;0.006436;0.022039;768
8;100;0.00634;0.009149;0.003937;0.020451;768
8;100;0.006574;0.008269;0.007046;0.022889;768
8;100;0.007619;0.008101;0.00804;0.024747;768
8;100;0.008897;0.008916;0.008099;0.026909;768
8;100;0.006563;0.008632;0.007;0.023192;768
8;100;0.007102;0.008059;0.007122;0.023291;768
8;100;0.00672;0.009152;0.005942;0.02282;768
8;100;0.006276;0.008205;0.004959;0.020554;768
8;100;0.00675;0.008459;0.004504;0.020733;768
8;100;0.006305;0.008479;0.00596;0.02175;768
8;100;0.006851;0.007902;0.004521;0.020285;768
8;100;0.007068;0.008305;0.004149;0.020528;768
8;100;0.007858;0.008591;0.006067;0.023537;768
8;100;0.005829;0.00825;0.006329;0.02139;768
8;100;0.00649;0.009517;0.004796;0.021814;768
8;100;0.005981;0.008675;0.004493;0.020166;768
8;100;0.007866;0.008024;0.005009;0.021945;768
8;100;0.00646;0.008134;0.004145;0.01975;776
8;100;0.006594;0.008282;0.003711;0.019586;776
8;100;0.007548;0.009011;0.005416;0.023007;776
8;100;0.008016;0.008882;0.005288;0.02319;776
8;100;0.007006;0.008277;0.006039;0.022387;776
8;100;0.00786;0.008912;0.004667;0.022442;776
8;100;0.007507;0.008758;0.004424;0.02168;776
8;100;0.007618;0.008075;0.005542;0.022315;776
8;100;0.006886;0.008927;0.006116;0.022933;776
8;100;0.00699;0.008352;0.00463;0.020983;776
8;100;0.006525;0.008754;0.005625;0.021932;776
8;100;0.006612;0.008799;0.00383;0.02034;776
8;100;0.006747;0.008892;0.00558;0.022235;776
8;100;0.006994;0.008938;0.006165;0.023108;776
8;100;0.006803;0.009213;0.004573;0.021615;776
8;100;0.005543;0.008615;0.006028;0.021183;776
8;100;0.00669;0.008595;0.004251;0.020538;776
8;100;0.006801;0.008364;0.004388;0.020537;776
8;100;0.00766;0.008938;0.0056;0.023197;776
8;100;0.007086;0.00834;0.006724;0.02316;776
8;100;0.00768;0.008849;0.005604;0.023123;776
8;100;0.007861;0.008825;0.006587;0.024289;776
8;100;0.006775;0.008319;0.00542;0.02152;776
8;100;0.007677;0.009219;0.007369;0.025272;776
8;100;0.006443;0.00891;0.004047;0.020396;776
8;100;0.007262;0.00872;0.005815;0.022834;776
8;100;0.007386;0.0086;0.004567;0.021562;776
8;100;0.007146;0.008306;0.007099;0.023549;776
8;100;0.00629;0.008677;0.004157;0.020141;776
8;100;0.007544;0.008298;0.006328;0.02316;776
8;100;0.006621;0.00879;0.005063;0.021475;776
8;100;0.008016;0.008243;0.005634;0.022906;776
8;100;0.006628;0.008708;0.00506;0.021419;776
8;100;0.008505;0.008443;0.005941;0.023875;776
8;100;0.00728;0.00899;0.004471;0.021794;776
8;100;0.007577;0.008675;0.004074;0.021306;776
8;100;0.006989;0.008099;0.005586;0.021718;776
8;100;0.0074;0.008915;0.005627;0.02295;776
8;100;0.007872;0.008566;0.004884;0.022352;776
8;100;0.007132;0.008826;0.005436;0.022402;776
8;100;0.007069;0.008969;0.004326;0.021375;776
8;100;0.007115;0.009169;0.00517;0.02245;776
8;100;0.007724;0.008337;0.005079;0.022162;776
8;100;0.006173;0.008401;0.00734;0.022927;776
8;100;0.008193;0.008684;0.004517;0.022406;776
8;100;0.006688;0.008862;0.004303;0.020871;776
8;100;0.006335;0.008764;0.004778;0.020888;776
8;100;0.008146;0.008398;0.004959;0.022523;776
8;100;0.006985;0.00909;0.004203;0.021288;776
8;100;0.007592;0.008716;0.005137;0.02247;776
8;100;0.007716;0.008899;0.004538;0.022161;784
8;100;0.006274;0.008981;0.006159;0.022427;784
8;100;0.006986;0.008215;0.005277;0.021506;784
8;100;0.007565;0.00907;0.006053;0.023719;784
8;100;0.006658;0.00827;0.006628;0.022569;784
8;100;0.007395;0.008458;0.004688;0.021553;784
8;100;0.008354;0.008888;0.004214;0.02247;784
8;100;0.007306;0.008657;0.005352;0.022336;784
8;100;0.007615;0.008636;0.00438;0.021632;784
8;100;0.006183;0.00905;0.004207;0.020465;784
8;100;0.006356;0.008477;0.004786;0.02065;784
8;100;0.006811;0.008956;0.006302;0.023078;784
8;100;0.006703;0.009162;0.007236;0.02412;784
8;100;0.007666;0.008985;0.004527;0.02219;784
8;100;0.007022;0.008921;0.005637;0.022593;784
8;100;0.006984;0.009001;0.006902;0.023893;784
8;100;0.006995;0.008347;0.005508;0.021875;784
8;100;0.007542;0.008177;0.004499;0.02122;784
8;100;0.006981;0.008775;0.006997;0.023781;784
8;100;0.005973;0.008835;0.004332;0.020163;784
8;100;0.005815;0.008408;0.00662;0.021853;784
8;100;0.007832;0.008147;0.005877;0.022873;784
8;100;0.00805;0.008726;0.004504;0.022268;784
8;100;0.00726;0.008915;0.004546;0.021737;784
8;100;0.007468;0.008843;0.005861;0.023209;784
8;100;0.007176;0.008771;0.006155;0.023126;784
8;100;0.007587;0.009967;0.005069;0.023635;784
8;100;0.007641;0.00893;0.007154;0.024752;784
8;100;0.00641;0.008919;0.004784;0.021137;784
8;100;0.007407;0.009064;0.004584;0.022046;784
8;100;0.006752;0.009193;0.00374;0.020705;784
8;100;0.007155;0.008602;0.005187;0.021964;784
8;100;0.006851;0.008202;0.005623;0.021697;784
8;100;0.007682;0.008384;0.004431;0.021517;784
8;100;0.00635;0.00868;0.004169;0.02021;784
8;100;0.008331;0.008507;0.004322;0.022204;784
8;100;0.007847;0.008945;0.00486;0.022688;784
8;100;0.006919;0.008778;0.007311;0.024012;784
8;100;0.006953;0.008876;0.00432;0.021158;784
8;100;0.00248;0.009156;0.004562;0.017193;784
8;100;0.007946;0.008269;0.006553;0.02379;784
8;100;0.007553;0.008682;0.006279;0.023544;784
8;100;0.007666;0.009154;0.006144;0.023974;784
8;100;0.008019;0.008797;0.005738;0.023557;784
8;100;0.006528;0.008836;0.007497;0.023974;784
8;100;0.007303;0.009008;0.006445;0.023763;784
8;100;0.007408;0.009104;0.006249;0.02378;784
8;100;0.007176;0.009396;0.005134;0.022708;784
8;100;0.007464;0.009022;0.00388;0.021385;784
8;100;0.00661;0.009581;0.005795;0.022996;784
8;100;0.007386;0.008617;0.006789;0.023805;792
8;100;0.007198;0.0087;0.004189;0.021112;792
8;100;0.007055;0.008272;0.006791;0.023126;792
8;100;0.007164;0.009099;0.00441;0.02178;792
8;100;0.006378;0.009162;0.006406;0.022954;792
8;100;0.006799;0.009088;0.00393;0.020827;792
8;100;0.007422;0.009321;0.005738;0.023488;792
8;100;0.006876;0.009047;0.005464;0.022418;792
8;100;0.006612;0.00892;0.005511;0.022048;792
8;100;0.006705;0.009411;0.004315;0.021455;792
